Question,Answer,질문날짜,답변날짜
도로점용료 납부 문의 도로점용허가를 받았으나 실제 사용을 안하는 경우에도 점용료를 납부해야 하는지요? 관련해서 궁금합니다.,"안녕하세요
도로점용료는 점용허가에 대한 반대급부로서 ‘실제 점용’ 여부와는 무관하게
‘허가라는 사실 자체’에 대하여 부과되는 대가로 점용료를 납부하셔야 합니다.
실제 사용을 안하는 경우에는 관련법령에 따라 점용허가 취소신청을 하셔야 합니다.
자세한 사항은 해당 지자체 점용허가 담당부서로 문의하시기 바랍니다",2024-07-26,2024-07-26
양도한 건물 차량진출입로 도로사용료 문의 건물을 팔았는데 구청에서 차량진출입로 도로사용료가 계속 나옵니다. 건물을 팔았는데도 고지서가 왜 저에게 나오는지 궁금합니다 관련해서 궁금합니다.,"답변: 안녕하세요
문의하신 내용은 도로 점용허가에 대한 권리의무승계에 관한 내용으로 차량진출입로에 대한 점용허가를 받고 사용하시다가 건물을 매도한 경우로,
도로점용에 대한 권리는 당연히 넘어가는게 아니라 「도로법」제106조에 따라  양수인이 2개월 내에 권리·의무 승계신고를 해야 합니다.
승계신고를 하지 않으면 소유권이 변동되었어도 허가를 받은 매도자에게 고지서가 발송됩니다.
도로관리청이 직권으로 양수인을 피허가자로 변경할 수는 없습니다.
양수인이 승계신고를 2개월 내에 하지 않는 경우 과태료 대상입니다.
자세한 사항은 해당 지자체 점용허가 담당부서로 문의하시기 바랍니다",2024-07-26,2024-07-26
"pc방 휴게음식점 신고 여부 pc방을 운영려고 하는데 간단한 음식(라면, 커피, 차음료 을 함께 판매하고자 하는데 음식점 영업신고를 해야하는지? 관련해서 궁금합니다.","식품위생법 시행령 제21조 8호 가목에 따르면 휴게음식점영업은 주로 다류, 아이스크림류 등을 조리판매하거나 패스트푸드점, 분식점 형태의 영업 등 음식류를 조리 판매하는 영업으로써 음주행위가 허용되지 아니하는 영업'으로 규정하고 있어 휴게음식점으로 영업신고를 하셔야 합니다.",2024-07-24,2024-07-24
주정차위반 과태료 감경에 대해 궁금합니다. 주정차를 위반했을 때 감경이 가능한 지 내용이 알고 싶습니다. 관련해서 궁금합니다.,"안녕하십니까
주정차를 위반 시에 과태료 감경에 대해 답변드리겠습니다.
주정차를 위반 시, 사전통지서가 발송됩니다.(질서위반행위규제법 제16조 1항)
사전통지서 발송 이후 약 한 달간 의견진술 기간이 주어집니다. 이 경우 자진 납부 시 과태료를 20% 감경하고 있습니다. 
ex) 단속원금 40,000원 의견진술 기간 내 자진 납부 시 32,000원
이와 더불어 사회적 약자층에 속하시는 분들에게는 과태료 50%를 감경하고 있습니다. 대상은 다음과 같습니다.
  「국민기초생활보장법」 제2조에 따른 수급자
 「한부모가족지원법」 제5조에 따른 보호대상자
 「장애인복지법」 제2조에 따른 제1급부터 제3급까지의 장애인
 「국가유공자 등 예우 및 지원에 관한 법률」 제6조의 4에 따른 1급부터 3급까지의 상이등급 판정을 받은 사람  
 미성년자(만 14세~만 19세)
의견 진술 기간 내 사회적 약자층 자진 납부 시 금액
ex) 단속 원금 40,000원  16,000원",2024-07-24,2024-07-24
음식점 폐업 시 폐업신고 해야 하는지 음식점을 운영하다가 장사가 안되서 문을 닫았습니다. 세무서에는 2024.  20. 사업자등록을 폐업신고 하였는데 구청에도 음식점 영업신고 폐업신고를 해야 하나요? 관련해서 궁금합니다.,식품위생법 제37조  제36조제1항 각 호에 따른 영업 중 대통령령으로 정하는 영업을 하려는 자는 대통령령으로 정하는 바에 따라 영업 종류별 또는 영업소별로 식품의약품안전처장 또는 특별자치시장특별자치도지사시장군수구청장에게 신고하여야 한다. 신고한 사항 중 대통령령으로 정하는 중요한 사항을 변경하거나 폐업할 때에도 또한 같다.'라고 규정하고 있어 관할 구청에 별도로 영업 폐업신고를 하여야 합니다.,2024-07-23,2024-07-23
"일반음식점 기존영업자 위생교육 미수료 시 처분기준 일반음식점을 운영 중인 기존영업자는 매년 위생교육을 수료해야 하는 것으로 알고 있는데, 미수료 시 처분 기준이 있는지? 관련해서 궁금합니다.","식품위생법 제41조(식품위생교육) 1항 대통령령으로 정하는 영업자 및 유흥종사자를 둘 수 있는 식품접객업 영업자의 종업원은 매년 식품위생에 관한 교욱을 받아야 한다'고 규정하고 있으며, 위생교육 미수료 시 식품위생법 시행규칙 [별표2] 과태료의 부과기준에 따라 위생교육을 받지 않은 영업자는 1차 20만원, 2차 40만원, 3차 60만원의 과태료 처분됩니다.",2024-07-22,2024-07-23
"음식점 영업신고 시 영업장 내 화장실 의무 설치 여부 음식점 창업을 준비 중인데, 영업장 내에는 화장실이 없고, 대신 건물 내에 공중화장실을 이용 가능합니다. 이런 경우 영업장 내 반드시 화장실 설치할 의무가 있는지요? 관련해서 궁금합니다.","식품위생법 시행규칙 [별표14]  식품접객업의 시설기준 가목에서는 '화장실은 콘크리트 등으로 내수처리를 하여야 한다. 다만 공중화장실이 설치되어 있는 역, 터미널, 유원지 등에 위치하는 업소, 공동화장실이 설치된 건물 안에 있는 업소 및 인근에 사용하기 편리한 화장실이 있는 경우에는 따로 화장실을 설치하지 아니할 수 있다'고 규정하고 있어 영업장 내 화장실을 설치하지 않더라도 영업신고 가능할 것으로 판단됩니다.",2024-07-22,2024-07-22
일반음식점의 상호명으로 숫자를 사용해도 되나요? 일반음식점의 상호를 숫자로 표시해도 되나요? 관련해서 궁금합니다.,"식품위생법 시행규칙 [별표17]  식품접객업자와 그 종업원의 준수사항 사목에서는 '간판에는 같은법 시행령 제21조에 따른 해당업종명과 허가를 받거나 신고한 상호를 표시하여야 하며, 이 경우 상호와 함께 외국어를 병행하여 표시할 수 있으나 업종구분에 혼동을 줄 수 있는 사항은 표시하여서는 아니된다'고 규정하고 있으나 상호로 숫자를 사용하는 것에 대해서는 달리 제한하고 있는 바가 없습니다. 이와 관련하여 상호명을 숫자로 사용하는 것은 가능할 것으로 판단됩니다.",2024-07-22,2024-07-22
이혼했는데 부모가 미성년자 자녀의 인감을 만들고 발급할 수있는지 이혼했는데 부모가 미성년자의 인감을 만들고 발급받을 수 있나요? 관련해서 궁금합니다.,"미성년자는 단독으로 방문하여 인감을 신고할 수 없고 반드시 법정대리인과 함께 방문하여야 합니다.
미성년자의 인감신고 시에는 법정대리인의 동의를 얻어야 합니다.
부모는 미성년자인 자의 친권자(법정대리인)가 되며 양자의 경우에는 양부모가 친권자(법정대리인)가 됩니다.
친권은 부모가 혼인중인 때에는 부모가 공동으로 행사하고, 부모 중 한명이 사망한 경우 나머지 한명이 행사합니다. 단 이혼한 가정은 부모 중 1인이 사망한 경우 2013.06.30.까지는 생존한 부모에게 자동으로 친권이 지정되었으나, 2013.이후에 사망한 경우 판결을 받아야만 친권을 갖게 되므로 가족관계등록부를 반드시 확인 필요합니다. 법정대리인이 직접 방문한 경우에도 미성년자를 동반하게 하라는 의미는 아니므로 법정대리인이 방문한 경우
단독으로 신고 할 수 있습니다.
법정대리인은 법원의 판결에 따라 대리권이 있으므로 위임장에 근거한 임의대리와는 다릅니다.
따라서 위임장이 필요 없고,위임자(미성년자)의 신분증이나 법정대리인의 동의서는 필요없습니다.",2024-07-12,2024-07-12
"배우자가 소유한 건물의 전입세대확인서를 발급할 수 있는지? 배우자가 소유한 건물의 전입세대확인서를 발급하고 싶은데, 배우자 본인이 가야하나요? 아니면 배우자의 위임을 받아야하나요? 위임 시에는 필요한 서류가 무엇인가요? 관련해서 궁금합니다.","주민등록법 제29조의 2에 따르면, 해당 건물 또는 시설의 소유자 본인(제3자 위임가능)이나 그 세대원일 경우에 전입세대확인서 발급이 가능합니다. 따라서 본인이 건물을 소유한 배우자와 등본상 주소가 같이 되어 있어 세대원으로 등록되어 있는 경우에는 별도의 위임없이 해당 건물 또는 시설의 전입세대확인서를 발급하실 수 있습니다. 따라서 등기사항증명서(등기부등본), 등기필정보(등기필증, 등기권리증), 건축물 대장 등 소유자임을 확인할 수 있는 자료와 신분증명서를 지참하셔서 전국 동주민센터 방문하시면 발급하실 수 있습니다.
만약, 배우자와 등본상 주소가 같이 되어있지 않아 세대원이 아닐 경우에는 소유자인 배우자의 위임이 필요합니다. 위임 시에는 위임받은 사람이 위임한 사람의 주민등록증, 여권, 운전면허증 등 신분증명서 및 도장을 위임받은 본인의 신분증명서와 함께 지참하셔서 전국 동주민센터 방문하시면 발급하실 수 있습니다.",2024-07-12,2024-07-12
"동일 번지 내 별도 세대구성 학업을 이유로 사촌 형네 집으로 이사를 가게 되었는데, 기존에 살고있던 사촌 형과 별도로 세대구성이 가능한가요? 관련해서 궁금합니다.","-원칙적으로 동일한 주소지의 동일 주택에서 사는 경우 같은 세대를 구성하기 때문에 별도 세대 구성은 불가능합니다.
 
-하지만 예외적으로 세대주와 「민법」제779조의 가족의 범위에 속하지 않는 자가 함께 거주하고 있는 경우에는 별도 세대구성이 가능합니다.
「민법」제779조의 가족의 범위: 배우자, 직계혈족, 형제자매, 직계혈족의 배우자, 배우자의 직계혈족, 배우자의 형제자매
 
-단, 임대차 계약으로 거주하는 경우, 건물 소유주 및 임대인의 재산권 행사 보장을 위해 동일 주소지 내 세대분가에 대한 소유주 및 임대인의 동의 절차를 거쳐야 합니다.
 
-따라서 사촌형과의 본인의 관계가「민법」제779조의 가족의 범위에 속하지 않기 때문에 소유자의 동의를 받아 별도로 세대구성이 가능합니다. 이때 소유주의 동의는 구술 또는 전화로는 불가능하며, 소유주가 작성한 거주사실확인서 등을 통해 문서로 제출하셔야합니다. 거주사실확인서 등 소유주의 동의를 받는 절차는 전입신고할 주소지의 관할 주민센터에 문의하시길 바랍니다.",2024-07-12,2024-07-12
전입신고시 상세주소 누락 전입신고를 하였는데 등·초본에 호수가 나오지 않습니다. 다시 전입신고를 해야 하나요? 관련해서 궁금합니다.,"-주민등록법 시행령 제9조(주민등록표 등의 기록)제5항에 따라 단독주택·다가구주택 및 준주택의 경우 본인의 신청이 있으면 주민등록표에 해당 건축물의 이름·동번호와 호수를 기록할 수 있으나, 공법상 주소로 인정하지 아니하여 주민등록등·초본에 기재하지는 않고 있습니다.
 
-이에따라 전입신고는 상세주소까지 완료되었으나, 등·초본에는 해당 호수가 표기되지 않는 것으로 확인됩니다. 따라서 당시 전입신고는 정상적인 처리에 의해 이루어졌기 때문에 다시 전입신고를 할 필요는 없습니다.
-다만, 건축물 대장에 동·층·호가 표기되지 않는 건물에도 「도로명주소법」제8조의4에 따라 소유자·임차인의 신청을 통해 공동주택의 경우처럼 상세주소를 부여받은 경우라면 주민등록표에 표기가 가능함을 안내드립니다.
-도로명 주소 상 호수 구분이 되어있는지의 여부는 주소정보누리집(도로명주소 안내시스템) (juso.go.kr)에서 확인 가능합니다.",2024-07-12,2024-07-12
교통유발부담금은 무엇이며 대상은 어떤 경우인가요? 교통유발부담금이란 제도는 무엇이며 대상은 어떤 경우인가요? 관련해서 궁금합니다.,"안녕하세요.
교통유발부담금이란, 도시교통정비 촉진법 제36조(교통유발부담금의 부과.징수) 및 서울특별시 교통유발부담금 경감 등에 관한 조례 등에 의거 교통혼잡을 완화하기 위하여 원인자 부담의 원칙에 따라 혼잡을 유발하는 시설물에 부과하는 경제적 부담을 말합니다.
 
시설물의 각 층 바닥면적을 합한 면적이 1천제곱미터 이상인 시설물의 소유자에게 부과가 됩니다.
부과대상 기간은 전년도 8월 1일부터 해당연도 7월 31일까지이며 연1회 부과가 됩니다.
 
매년 납기 기간은 10월 16일에서 10월 31일까지입니다.
 
자세한 사항은 해당 지자체 교통유발부담금 부과 및 납부 부서로 문의하시면 좋을 것 같습니다.",2024-07-08,2024-07-08
"공공자전거 대여소(따릉이) 설치요청 드리고 싶은데, 기준이 따로 있나요? 공공자전거 대여소(따릉이) 설치요청드리고 싶은데, 기준이 따로 있나요? 관련해서 궁금합니다.","안녕하세요.
 
따릉이 대여소는 자전거 이용 활성화에 관한 법률 제10조의 2(공영자전거 운영사업) 및 서울특별시 자전거이용활성화에 관한 조례 제10조(자전거 대여소 설치)에 따라 설치 및 운영됩니다.
따릉이 대여소를 설치 선정 기준에는 몇 가지 유의할 사항이 있습니다.
우선, 대여소를 설치하기 위해서는 거치대 설치 폭(3m)을 고려하여 유효보도폭(2m)을 확보하여야 합니다.
 
또한, 시각장애인 점자블록 및 소화전 등 인근 시설에 간섭이 없어야 하며 사유지에 설치를 원하는 경우 재산권자의 동의가 필요합니다.
 
설치 신청 접수 후 1차 검토(서울시설관리공단), 2차 검토(자치구), 3단계 최종 검토의 단계를 거쳐 따릉이 대여소 설치가 완료됩니다.
 
서울시는 시민들의 따릉이 대여와 반납이 편리하도록 따릉이 대여소를 확대할 계획이며 회사, 동네 등 가까운 곳에 따릉이 대여소 설치를 원한다면 관련 지자체에 자세한 상담 및 문의해보시길 바랍니다.",2024-07-08,2024-07-08
거리에 무단방치된 자전거를 수거해주세요 거리(도로)에 무단방치된 자전거로 인하여 통행이 불편합니다. 자전거 수거해주세요. 관련해서 궁금합니다.,"안녕하세요
10일 이상 공공장소에 무단으로 방치되어 통행을 방해하는 자전거의 경우 자전거 이용 활성화에 관한 법률 시행령 제11조(무단방치 자전거의 처분)에 따라 수거 및 처분을 하고 있습니다.
 
우선 무단방치된 자전거에 계고장을 부착한 후 10일 이상 이동하지 않을 경우, 수거업체에서 수거를 진행합니다. 수거한 후에는 구청 홈페이지에 무단방치자전거 수거 보관 공고를 14일 동안 하며, 14일이 지난 후에도 주인이 나타나지 않으면 매각 또는 재생합니다.
 
따라서 선생님께서 말씀하신 거리(도로)의 방치자전거에 계고장을 부착한 후 10일 이상 이동하지 않을 경우, 수거업체에서 수거를 진행할 예정입니다.
 
자세한 사항은 해당 지자체 자전거 관련 부서로 문의하시면 좋을 것 같습니다.",2024-07-08,2024-07-08
처음으로 주택을 구입하면 세금은 어떻게 되나요? 처음으로 내 집을 갖게되었습니다. 세금은 어떻게 감면되는지 알고 싶어요 관련해서 궁금합니다.,"본인 및 배우자가 한번도 주택을 취득한 적이 없는 경우에 한하여 딱 1번
12억원 이하의 주택에 한하여 취득세 200만원 감면이 적용됩니다.
꼭 3개월 이내에 취득한 주택으로 전입하셔야 하며, 3년 동안 상시거주하셔야 해요
이 기간을 채우기 전에 임대나 매각을 하시면 감면된 세금이 추징될 수도 있어 주의하셔야 합니다.
추가로 궁금한 사항이 있으면 관할 지자체에 문의하시면 성심껏 안내해 드리겠습니다.",2024-07-05,2024-07-05
상인회 등록기준 적합 여부는 어떻게 알 수 있나요? 상인회 등록기준 적합 여부는 어떻게 알 수 있나요? 관련해서 궁금합니다.,"시장안의 전체상인의 수가 300인 미만 ⇒ 전체상인의 2분의1 이상 또는 100인 이상 동의
 시장안의 전체상인의 수가 300인 이상 1천인 미만 ⇒ 전체상인의 3분의 1 이상 또는 250인 이상 동의
 시장안의 전체상인의 수가 1천인 이상 ⇒ 전체상인의 4분의 1이상 동의
 시장 및 상점가가 4동 이상의 상가건물(50개 이상의 점포가 있는 건물에 한함) 또는 4 이상의 구역(50개 이상의 점포가 있는 구역에 한함)으로 구성된 경우 ⇒ 상가건물 또는 구역을 각각 대표하는 자의 2분의 1 이상의 동의를 얻어야 합니다. 이 경우 상가건물 또는 구역을 대표하는 자는 해당 상가건물 또는 구역의 상인 2분의 1 이상의 동의를 얻었음을 증명해야 합니다.
 * 상가건물 : 50개이상의 점포
 * 구      역 : 50개이상의 구역",2024-07-31,2024-08-01
동작구 공공데이터 공공데이터 포털에 개방된 자료 이외에 얻고싶은 데이터가 있는데 어떻게 제공받을 수 있나요? 관련해서 궁금합니다.,현재 공공데이터 포털에 개방된 자료 외 필요한 데이터는 공공데이터포털(data.go.kr)을 통해 제공신청 시 개방가능한 범위 내 제공받을 수 있으며 처리기간은 7-10일 소요됩니다.,2024-07-31,2024-07-31
동작 청년 구직활동 지원사업 지원금 지급은 언제되나요? 관련해서 궁금합니다.,"동작 청년 구직활동 지원 사업'은 제출하신 서류를 검토하여, 신청요건을 충족하신 분들께 응시신청일로부터 30일 내외로 지급하고 있습니다. 응시료 지원금이 지급 되었다하더라도, 취득 및 취업축하금은 구청에서 직접 동작사랑상품권을 대량구매 후, 신청자분들께 개별 발송하는 별도의 과정이 수반되므로 응시료 지급일로부터 1~2일 추가 소요됩니다.
다만, 서류 미비로 인하여 보완이 필요한 경우, 당월 신청 인원이 급증한 경우 등 진행상황에 따라 지원금 지급이 다소 지연이 될 수 있음을 알려드립니다.",2024-07-31,2024-07-31
예산서 예산서를 볼 수 있는 곳은 어디인가요? 관련해서 궁금합니다.,동작구 홈페이지에 접속하시면 행정정보 > 열린재정 > 예산서 메뉴를 통해 매년 예산서 및 추가경정예산서를 공개하고 있습니다.,2024-07-31,2024-07-31
예산의 성과계획서 예산의 성과계획서는 무엇이며 어디서 확인할 수 있나요? 관련해서 궁금합니다.,예산의 성과계획서는 우리 구가 예산의 내용을 반영한 전략목표 및 해당연도의 정책사업목표 달성을 위해 수립하는 계획입니다. 동작구 홈페이지에 접속하시면 행정정보 > 열린재정 > 예산서 메뉴를 통해 매년 성과계획서를 공개하고 있습니다.,2024-07-31,2024-07-31
수의계약 시담 방법 수의시담은 어떻게 하나요? 관련해서 궁금합니다.,"동작구청 메인 홈페이지-행정정보-수의계약(구청)-수의계약시담에서 해당 계약건명 찾아서 클릭, 회사명과 사업자등록번호를 입력하면 해당 건에 대한 시담입력이 가능하며, 계약 건 관련 품목 등 입력 사항과 3~5% 네고 가격 입력 후 제출 버튼 클릭하시면 수의시담이 완료 됩니다.",2024-07-31,2024-07-31
대부업(대부중개업) 신규 신고 대부업과 대부중개업의 차이는 무엇인가요? 관련해서 궁금합니다.,"대부업법 개정(2009.22. 시행)에 따라 종전 ""대부업""을 ""대부업""과 ""대부중개업""으로 구분해서 각각 등록해야 합니다.
 대부업 : 금전의 대부를(어음할인, 양도담보 하거나 대부계약에 따른 채권을 양도받아 이를 추심하는 업무
 대부중개업 : 대부업체와 채무자를 중개하는 업무(직접 대부를 하지 않음)",2024-07-31,2024-07-31
대규모점포 개설신고 대규모점포의 기준은 어떻게 되나요? 관련해서 궁금합니다.,"대규모점포란 아래의 조건을 모두 갖춘 매장을 보유한 점포의 집단을 의미합니다.
 대통령령이 정하는 하나 또는 둘 이상의 연접되어 있는 건물 안에 하나
또는 여러 개로 나누어 설치되는 매장일 것
 상시 운영되는 매장일 것
 매장면적의 합계가 3천제곱미터 이상일 것",2024-07-31,2024-07-31
퇴소 청소년 자립지원수당 지원대상과 지원자격 등을 알고 싶습니다. 퇴소 청소년 자립지원수당 지원대상과 지원자격 등을 알고 싶습니다. 관련해서 궁금합니다.,"퇴소청소년 자립지원수당은 청소년쉼터 퇴소 및 청소년자립지원관 사례관리 중 또는 사례관리가 종료된 청소년에게 매월 40만원씩 최대 5년동안 자립지원수당을 지급하는 사업입니다.
 
구비서류는  자립지원수당 지급 신청서,  자립계획서,  입·퇴소 확인서,  주민등록등본 및 신분증 사본이며, 신청은 구비서류를 갖추어 주민등록지 시·군·구에 직접 제출할 수 있거나 최종 시설에서 추천하는 형식으로도 진행할 수 있습니다.",2024-07-31,2024-07-31
동작구 구립도서관 운영일시 동작구 구립도서관 운영시간은 어떻게 되나요? 관련해서 궁금합니다.,"□ 동작구 구립도서관 10개소의 이용시간은 아래와 같으며,
세부현황은 동작구통합도서관 홈페이지(http://lib.dongjak.go.kr/dj/index.do)에서 확인하여 주시기 바랍니다.
 김영삼도서관, 사당솔밭도서관
  - 어린이자료실 : 화~금 : 09 ~ 18시 / 토~일 : 09 ~ 17시
  - 종합자료실 : 화~금 : 09 ~ 22시 / 토~일 : 09 ~ 17시
  까망돌도서관
  - 어린이자료실 : 화~금 : 09 ~ 18시 / 토~일 : 09 ~ 17시
  - 청소년/문화·예술/일반자료실 : 화~금 : 09 ~ 21시 / 토~일 : 09 ~ 17시
  신대방누리도서관
  - 화~금 09~21시, 토~일 09~17시
  동작영어마루도서관, 대방어린이도서관, 약수도서관, 동작샘터도서관, 다울작은도서관, 국사봉숲속작은도서관
  - 화~금 09~18시, 토~일 09~17시",2024-07-31,2024-07-31
마음투자 지원사업이란 무엇인지요? 마음투자 지원사업이란 무엇인지요? 관련해서 궁금합니다.,"우울·불안 등 정서적 어려움이 있는 구민에게 전문적인 심리상담서비스를 제공하여 구민의 마음건강을 돌보기 위한 사업입니다(나이·소득 관계없음).
사업내용은 아래와 같습니다.
- 사업기간 : 2024.7월~ 12월
- 지원내용 : 전문 심리상담서비스 총8회(1회당 최소 50분 이상, 1:1 대면)
             이용할 수 있는 바우처 제공
- 신청방법 : 주소지 동주민센터 방문(온라인'복지로'은 24년10월 예정)
- 증빙서류 : 아래 서류 중 '심리상담 필요'소견 기재, 1가지 지참
   국가 및 공공기관에서 운영하는 심리상담센터(정신건강복지센터, 대학
     교상담센터, 청소년상담복지센터, 위센터)등에서 발급한 의뢰서
   정신의료기관(정신건강의학과, 한방신경정신과) 발급한 진단서나 소견서
   일반 건강검진결과 통보서(우울점수 10점 이상)
   자립준비청년 및 보호연장아동(보호종료확인서 및 재원증명서)
- 지원금액 : 1회당 1급유형 8만원, 2급유형 7만원 지원
             (본인의 건강보험료 납부액에 따라 일부금액 발생)
- 이용절차 : 결정통지 받은 후, 선택한 전문심리상담기관에서 총 8회 상담
             (상담기관은 신청시 선택하며 주소지와 관계없이 선택가능)
- 문의처 : 동작구보건소 감염병관리과 820-9464,
           서울시 다산콜 120, 보건복지부 보건복지상담센터 129",2024-07-31,2024-07-31
스마트도서관 이용장소 스마트도서관은 어디서 이용할 수 있나요? 관련해서 궁금합니다.,"□스마트도서관 위치는 아래와 같습니다.
- 7호선 신대방삼거리역(3번 출구 방향)
- 7호선 장승배기역(1번 출구 방향)
- 4호선 총신대입구역(14번 출구 방향)
- 9호선 노들역(5번 출구 방향)
- 까망돌도서관(정문앞)
- 동작구민체육센터(체육센터2층)
□스마트도서관 이용안내
- 이용시간 : 스마트도서관 설치시설 운영시간 내
- 대출권수 : 통합 5권 중 각 스마트도서관 별로 1인 2권까지 가능
 신대방삼거리역 2권, 장승배기역 2권, 노들역 1권
- 대출권수 : 14일간
- 대출정지 : 연체 시 연체일수만큼 대출 정지
스마트도서관 도서는 대출한 기기에서만 대출/반납 가능
구립도서관에서 대출한 도서는 스마트도서관 기기에 반납 불가",2024-07-31,2024-07-31
긴급복지 의료지원 수술해야 하는데 경제적으로 여유가 없어요. 수술비를 지원받을 수 있나요? 관련해서 궁금합니다.,"가구의 주소득자가 실직 등으로 소득을 상실하거나, 중한 질병 또는 부상을 당한 경우 등 긴급복지지원법에서 정한 위기사유에 처한 경우 해당 가구의 소득 및 재산이 법규에서 정한 기준 이내라면 긴급복지지원을 신청할 수 있으며, 긴급복지지원의 종류로는 크게 생계지원, 의료지원, 주거지원 등이 있습니다.
* 긴급복지지원 대상 소득 및 재산 기준(4인 가구 기준): 소득 429만원 이하, 총 재산기준은 최대 3억 1천민원 이하(기준금액 241백만원+ 주거용재산공제한도 6,900만원), 금융재산 1,172만원 이하
만약 위 소득 및 재산 기준에 부합한다면, 관할 주민센터나 구청 담당부서에 문의하여 긴급복지 의료지원 신청 가능 여부를 상담 받으시기 바랍니다. 긴급복지 의료지원의 경우 반드시 퇴원전에 신청이 완료되어야 하며, 관할구청 담당부서에서 긴급복지 의료지원을 결정할 경우 본인부담 의료비중 최대 300만원까지 지원이 가능합니다.
국가에서 시행하는 긴급복지 의료지원 외에도 가구의 소득 및 재산 기준이 국가 제도보다 다소 완화되어 있는 서울형 긴급복지 의료지원 제도의 경우에 최대 지원금은 100만원까지 입니다. 국가긴급복지, 서울형긴급복지 의료지원 신청은 병원의 사회사업실을 통해서도 상담 및 신청이 가능합니다.",2024-07-31,2024-07-31
"일자리 구인, 구직 일자리 구하고 싶습니다. 어디로 가야 되나요? 관련해서 궁금합니다.","현재 우리구는 동작 취업지원센터를 운영 중입니다.
취업지원센터 안에는 일자리플러스센터, 50플러스센터, 어르신일자리센터, 청년일자리센터가 모두 모여있어
연령대와 상관없이 일자리 관련 상담을 받으실 수 있습니다.
방문상담 : 서울특별시 동작구 노량진로140, 2층 취업지원센터
전화상담 : 1588-3690",2024-07-31,2024-07-31
외국인관광 도시민박업 신규 등록 신규 등록 조건이 어떻게 되나요? 관련해서 궁금합니다.,"[신규 등록시 필요 서류]
 관광사업 등록 신청서 1부.(구청에 내방시 작성 가능, 관광진흥법 시행규칙 별지 1호 서식 참고)
 사업계획서
 신청인 전입 내역있는 주민등록등본(주민 자신이 거주하고 있어야 
 시설 배치도 및 평면도
 부동산 소유권 및 사용권 증명서류
 주택의 연면적이 230제곱미터 미만
[기타 추가 안내사항]
 오피스텔, 원룸형은 불가능합니다.
 외국어 안내 서비스가 가능해야 합니다.
 소화기를 1개 이상 구비하고, 객실마다 단독경보형 감지기를 설치해야 합니다.
 주변 세대들에 허가를 받아야 합니다.(서울시 내의 아파트의 경우, 서울특별시 공동주택 관리규약 등 참조)",2024-07-31,2024-07-31
CCTV 영상자료는 어떤 경우에 열람 및 제공 받을 수 있나요? CCTV 영상자료는 어떤 경우에 열람 및 제공 받을 수 있나요? 관련해서 궁금합니다.,"저희 동작구 CCTV통합관제센터에서 관리하는 CCTV영상의 열람 및 제공은 인터넷 정보공개포털(open.go.kr) 사이트 또는 구청 민원여권과에서 정보공개청구를 통해 신청하실 수 있습니다.
다만 개인정보보호법에 의거 CCTV 영상 등 개인정보가 포함된 자료를
열람 및 제공할 수 있는 경우는 다음과 같습니다.
 ∙ 본인이 해당 정보주체로서 본인의 영상정보에 대한 열람 및 제공을 요구하는 경우
 ∙ 타인의 영상정보에 대해 해당 정보주체의 동의를 구한 경우
 ∙ 범죄의 수사와 공소의 제기 및 유지를 위해 필요한 경우
 ∙ 법원의 재판업무 수행을 위하여 필요한 경우
 ∙ 통계작성 및 학술연구 등의 목적을 위한 경우로서 특정개인을 식별할 수 없는 형태로 열람할 경우
 ∙ 다른 법률에 특별한 규정이 있는 경우
 ∙ 그 외 급박한 재난상황, 피해자 구호 등 공익목적상 신속을 요하는 경우
해당 법령에 의거하여 일반적인 경우 영상자료는 민원인 본인의 개인정보에 해당하는 부분에 한하여 제공해드릴 수 있으며 개인정보제동의를 구하지 않은 제3자의 개인정보가 포함된 경우 해당 부분에 대한 마스킹 처리 후 열람 및 제공이 가능함을 알려드립니다.",2024-07-31,2024-07-31
일시도로점용 허가 일시도로점용 허가는 어떻게 받을 수 있나요? 관련해서 궁금합니다.,"공사 등으로 인해 공공용지를 일시적으로 사용해야 할 경우, 일시도로점용 허가를 받아 사용하실 수 있습니다.
 
허가요건은 아래와 같습니다.
- 허가대상 : 공사용 판자벽발판대기소 등의 공사용 시설 및 자재 등
 차량 주정차는(이삿짐 차량  허가대상에 해당하지 않습니다.
- 신청방법 : 신청서, 도면 및 현장사진, 사업자등록증, 수수료 1,000원 지참하여 동작구청 재산관리과 방문 접수
- 점 용 료 : 점용면적(㎡)×점용기간(×400원 (부가가치세 별도)",2024-07-31,2024-07-31
